Date,Cloud_Demand_Index,GDP_Growth,Inflation,Competitor_Price_Index
2020-03-05,118,3.1740398391542675,3.242605574400188,100
2020-03-06,78,5.413976717121319,6.454912741189981,99
2020-03-07,108,5.663500703666946,6.285767584434975,121
2020-03-08,110,3.238028534392518,4.9782526517491075,122
2020-03-09,95,4.946909130576576,3.262177577276932,122
2020-03-10,75,5.123634928515193,3.3260340677865776,97
2020-03-11,102,5.73662180075679,5.887430942384009,113
2020-03-12,100,2.1317839693212033,7.102631243142018,92
2020-03-13,106,5.11803249126851,6.030295652290384,97
2020-03-14,85,5.151104070511241,4.068677935059465,112
2020-03-15,80,4.507951161953946,7.0165548455429185,101
2020-03-16,88,4.651068956998569,6.263204983242122,128
2020-03-17,102,5.518098430971307,4.57122821079229,120
2020-03-18,106,5.5863908906433535,7.983103757011508,128
2020-03-19,77,5.305539139277279,5.156481184264781,94
2020-03-20,107,3.784641774259516,4.23271285332156,108
2020-03-21,67,3.831290726667328,4.511714614553481,105
2020-03-22,113,2.8745759722639748,6.68579151971164,101
2020-03-23,89,5.835160667913561,3.572904441398075,108
2020-03-24,69,5.427347322854821,3.4664895205996116,121
2020-03-25,111,5.283253925809157,4.48044151432088,98
2020-03-26,95,4.987112218919073,7.668888589408364,114
2020-03-27,64,3.2604716518952777,5.302523122803597,122
2020-03-28,93,5.157308176030705,6.617006023270758,103
2020-03-29,73,4.057846211674349,5.115099169420027,92
2020-03-30,99,4.872264388425912,4.826091075718488,109
2020-03-31,65,3.5937616052590617,7.094391175821171,116
2020-04-01,60,3.005853345846478,3.053853268446478,120
2020-04-02,67,3.8854421208641425,5.665090317113043,106
2020-04-03,92,4.205673029679314,4.01986268358033,106
2020-04-04,72,5.379378141554499,4.362934591829248,92
2020-04-05,100,5.056356299959139,7.2345520918182515,108
2020-04-06,86,3.632592408136288,3.2380511443074744,127
2020-04-07,87,2.125469479859157,4.761017289773813,103
2020-04-08,97,4.5556583901546865,7.582599560405778,104
2020-04-09,84,3.3834610656707538,4.021370589922929,118
2020-04-10,88,4.132958286083179,7.6388964526809096,116
2020-04-11,91,2.9971506691725134,7.823211238263079,121
2020-04-12,71,2.242084519173843,7.3863935062917845,104
2020-04-13,98,3.8306798595317133,5.679614060414859,124
2020-04-14,104,3.246585083276425,4.0381873136102175,98
2020-04-15,74,4.344293855690953,4.89788908681896,94
2020-04-16,77,4.566830694395121,4.396520748269023,97
2020-04-17,117,5.594892188844021,3.2443252507946028,100
2020-04-18,113,5.788379813662559,3.251463601831973,119
2020-04-19,84,4.494595350540374,3.3282158232437937,107
2020-04-20,105,3.390218976023054,7.553043169177752,116
2020-04-21,106,5.216676448311339,7.179233847740277,95
2020-04-22,75,4.242693522213735,3.72761507686178,111
2020-04-23,99,2.000589370076901,5.591591586913892,126
2020-04-24,80,4.817685415915636,3.411826435145173,98
2020-04-25,62,3.5646593261614457,4.575779045945807,118
2020-04-26,97,3.9982110227998433,5.641272282069433,90
2020-04-27,65,5.285544717539366,3.565929604759459,96
2020-04-28,69,2.7531417982282855,5.620618781327001,106
2020-04-29,98,5.772093832774417,4.7598667004245785,127
2020-04-30,60,4.1589851430389935,6.009447326459643,118
2020-05-01,115,5.481328470560128,6.921704755616317,107
2020-05-02,115,5.976070266675497,3.4639550255551765,117
2020-05-03,68,3.655567716683247,6.174355807747126,116
2020-05-04,64,5.359882288599706,5.073325850412431,115
2020-05-05,92,3.3933526421255524,4.96168762422084,109
2020-05-06,119,5.074715838791222,5.187429055730949,100
2020-05-07,98,4.049511091524087,4.041144217697812,99
2020-05-08,117,4.61814317588024,7.450322288235068,112
2020-05-09,104,4.730727801934518,5.461445848650127,124
2020-05-10,74,5.580095162676853,4.175508461962082,115
2020-05-11,68,2.0494549692570674,5.748238322659965,103
2020-05-12,93,3.082289292885229,7.233319725437336,98
2020-05-13,116,2.076336738871,4.760095629352861,114
2020-05-14,64,3.7382781986675395,4.154461479115636,92
2020-05-15,94,4.107039005611653,6.660097829589748,108
2020-05-16,96,2.329461168837062,4.9983027671514595,119
2020-05-17,80,5.704739837784704,4.297539004130604,124
2020-05-18,117,3.896038329718155,5.065229399669442,100
2020-05-19,104,5.081710163566268,5.114556537738208,118
2020-05-20,113,5.12485773285508,4.36759732582431,112
2020-05-21,75,3.7132421862902416,4.6357093727491705,120
2020-05-22,101,2.845446643433787,6.940899177365164,118
2020-05-23,84,2.864076667027527,4.265318116712262,124
2020-05-24,64,2.661781839037124,6.570599642724676,102
2020-05-25,60,5.751252202699549,4.771655066491741,127
2020-05-26,67,5.205987546980615,7.061771519708214,114
2020-05-27,114,4.296924084122594,3.1644856438181987,96
2020-05-28,95,4.917155176472578,4.428220816350197,102
2020-05-29,73,2.57981485080523,7.77976051491502,100
2020-05-30,102,4.66540858757142,6.094764005080021,115
2020-05-31,97,5.892062760494557,3.7345938162989327,115
2020-06-01,71,2.5784597241383125,3.2944344475538303,99
2020-06-02,61,2.7974878040557027,5.993885868983624,99
2020-06-03,109,5.966866037094535,6.769095092809025,95
2020-06-04,61,5.353536510650281,6.7255168745548985,103
2020-06-05,115,3.5325639860240687,4.254295624785637,118
2020-06-06,119,2.4442454776571942,5.325453950481773,92
2020-06-07,119,3.8010673097904664,6.2944798182400055,109
2020-06-08,105,2.3897258312920298,3.026882178506084,128
2020-06-09,110,3.6215441612931487,6.104446066761888,110
2020-06-10,62,5.940413382366959,7.6600937821296355,112
2020-06-11,101,4.741624614480519,4.028925453910026,102
2020-06-12,94,5.242609875675859,6.837336016972585,92
2020-06-13,102,2.3664481502878,6.608938173916087,96
2020-06-14,70,2.7606642845069533,5.7052041289639615,98
2020-06-15,95,5.389520505463141,6.060549120283613,102
2020-06-16,94,4.23496959609477,6.952252482090677,91
2020-06-17,116,2.22891631839556,3.897883641065385,116
2020-06-18,102,3.6534508906792453,6.808288996654072,92
2020-06-19,81,4.818857188236154,4.211065096279366,119
2020-06-20,119,3.840451672070944,4.596592101930188,94
2020-06-21,119,3.9112378722372827,5.735385133076459,94
2020-06-22,73,3.8006227488151687,5.5085693794899795,126
2020-06-23,82,4.421805242702867,6.048989863594585,100
2020-06-24,99,3.6095701336107338,3.3816943212247095,90
2020-06-25,118,2.683922588440686,5.807223578864269,98
2020-06-26,67,5.5214528577201545,5.443235067666272,91
2020-06-27,114,2.7407836358946724,5.6882936140712195,97
2020-06-28,97,5.018299691767887,7.428901108237632,129
2020-06-29,67,4.835100414619152,7.246264199274072,97
2020-06-30,104,3.796140573898265,5.736533600005334,97
2020-07-01,82,5.370439236321397,5.209181283430252,123
2020-07-02,119,2.998335201761249,3.755248088977391,93
2020-07-03,110,4.074035825108266,7.03060039494268,105
2020-07-04,86,4.9517257531575085,5.797047355756108,115
2020-07-05,106,3.689204125502352,6.176701681504449,116
2020-07-06,61,4.597827033557695,7.190524491459795,129
2020-07-07,93,5.365626696998926,3.092258681513024,108
2020-07-08,95,2.5551309294681706,7.500546333368042,109
2020-07-09,67,2.1195998996036582,4.920538510914289,108
2020-07-10,63,2.980129227437987,3.476489395249083,115
2020-07-11,86,3.2281448561899366,3.5784648940758697,111
2020-07-12,112,5.861849705490384,4.692229255647234,103
2020-07-13,81,5.503432483122108,6.665496819362889,126
2020-07-14,67,4.892957126957829,7.259747948783529,124
2020-07-15,109,3.4022344646780844,7.8287227269106205,91
2020-07-16,82,5.582936554057229,6.785853181737086,90
2020-07-17,65,3.7573553196891036,5.40739026929883,113
2020-07-18,77,2.9570789989068347,6.2107264951135654,125
2020-07-19,112,4.4236015125013495,3.359307235924666,102
2020-07-20,97,5.266054286244572,5.998711211947288,98
2020-07-21,117,5.022151464176333,4.46226108004371,124
2020-07-22,95,2.058593831314872,7.3201471826054245,96
2020-07-23,86,2.8420445789261404,7.54821511912037,108
2020-07-24,92,2.506696642638741,7.507788144543946,105
2020-07-25,99,5.465802025863085,7.383442582280129,99
2020-07-26,67,4.335052380888799,5.543866624935233,117
2020-07-27,105,5.180839125761788,5.589212411509772,104
2020-07-28,86,3.977901241653268,3.666527585278951,125
2020-07-29,82,3.4310293478024745,3.107783464396162,94
2020-07-30,72,4.636755986140489,7.43869093013416,116
2020-07-31,100,5.554982693483099,4.269006165037043,101
2020-08-01,78,2.206050721021256,3.5612654642866217,110
2020-08-02,96,4.486813894692704,4.290267694558839,105
2020-08-03,105,4.5972432361146875,4.479115571023921,115
2020-08-04,71,4.8455494059802895,3.806471460074448,120
2020-08-05,108,5.190295978792578,4.7203380566496875,112
2020-08-06,109,5.795786919278153,7.040770768428085,92
2020-08-07,66,2.1366960407684257,5.1123271284368705,100
2020-08-08,87,3.2639585464820677,7.704547612322186,100
2020-08-09,78,5.205450701355231,5.638850543450554,108
2020-08-10,82,4.7685016237563485,3.1910344544800138,126
2020-08-11,90,4.024105273517258,7.281300262157833,107
2020-08-12,66,4.674224066499404,5.769263896822682,127
2020-08-13,118,3.0664465503195513,5.819215960561541,95
2020-08-14,99,2.250130449145765,6.512609576338051,124
2020-08-15,63,5.3476058987844635,4.948432507324334,109
2020-08-16,115,3.930630269203168,7.14520438698217,128
2020-08-17,63,3.1789566601237147,4.087467714660178,112
2020-08-18,103,5.363858090353149,5.5671592666807745,101
2020-08-19,81,2.289477206628671,7.49008262332211,115
2020-08-20,115,2.4258210491081074,4.3917657815435565,127
2020-08-21,79,2.1092951469207413,6.675592575376773,105
2020-08-22,66,4.936807637141595,5.784555004757535,104
2020-08-23,71,5.9279412220232865,7.19146286633929,90
2020-08-24,119,5.802475816146203,4.845487183893489,114
2020-08-25,86,3.9753058272920883,7.070048835688272,123
2020-08-26,105,3.2367737395312433,5.457350963848651,126
2020-08-27,63,3.563175714736363,5.476150330490085,96
2020-08-28,109,2.347520012446623,5.394898707439452,112
2020-08-29,114,2.640551876207481,5.372730874489545,111
2020-08-30,90,4.32507607917924,3.2680594852441427,113
2020-08-31,75,3.4985789625253485,3.6802133051421455,120
2020-09-01,91,3.1304546889989404,5.318936099846667,90
2020-09-02,100,2.9801795087291225,4.014142129352859,113
2020-09-03,103,5.19327270119957,7.536983620662951,98
2020-09-04,89,3.5779204560871802,4.584983047712907,98
2020-09-05,71,5.209995299783806,4.558474484349238,118
2020-09-06,92,4.475299860165481,7.920599446349094,105
2020-09-07,79,5.396794914135309,3.0391684625469866,99
2020-09-08,107,3.726253902875935,3.157409218677522,109
2020-09-09,104,5.403935238854554,5.446576143735243,115
2020-09-10,69,2.839103312055095,7.085465644141336,129
2020-09-11,82,4.298421427816232,5.664768025413117,107
2020-09-12,105,5.447651296444182,5.972066363111704,121
2020-09-13,109,3.769526568934632,7.0913499580548365,125
2020-09-14,64,2.191766461706927,4.766979838977362,103
2020-09-15,109,3.8774412837420558,7.561234488931369,125
2020-09-16,92,5.503481716686361,4.777126726028252,92
2020-09-17,104,5.331729792239754,3.0033725319320412,109
2020-09-18,104,3.608126252435578,5.121573544405284,115
2020-09-19,99,3.8037035041768945,5.472179703038075,96
2020-09-20,100,3.283187566338323,7.763601846421027,125
2020-09-21,98,5.8614369985647565,5.410268053860912,90
2020-09-22,86,5.8623069483287455,5.689336678200404,97
2020-09-23,88,5.972002844156681,7.038571251507014,121
2020-09-24,63,4.786693137617914,4.2876296711878545,113
2020-09-25,82,5.877667737601209,5.965360276431991,93
2020-09-26,78,5.0331712935685875,5.702174655498367,104
2020-09-27,97,4.039850137689632,4.472457410605964,100
2020-09-28,117,2.792272954977565,5.349059359986858,94
2020-09-29,70,5.980818345780014,5.971749788846246,110
2020-09-30,69,4.876481281737428,6.185978586811156,112
2020-10-01,109,3.1434146023491762,6.182659972839739,97
2020-10-02,73,3.5656402911649336,4.137614241928605,126
2020-10-03,101,3.8499085866539113,7.840787577200032,124
2020-10-04,84,3.498333230397595,7.157069541235403,125
2020-10-05,73,2.461270931405273,5.894888676408334,103
2020-10-06,90,2.1228773913934553,5.5173752476604605,110
2020-10-07,107,5.587558807098819,5.654185191642899,107
2020-10-08,79,2.9050975601483398,7.8004119425931595,100
2020-10-09,116,2.2145959053792574,4.667215793013455,90
2020-10-10,94,2.855127436631944,6.764715783591873,90
2020-10-11,93,4.190859667788166,4.770330971779169,112
2020-10-12,75,2.130697063800038,5.553185238346815,117
2020-10-13,98,2.294746923495436,7.134409051788696,114
2020-10-14,73,4.116318715260172,3.7664004901196497,118
2020-10-15,75,4.404373333281585,5.680182748118096,121
2020-10-16,95,5.048230439268239,3.323945610864374,121
2020-10-17,99,2.9964877717042877,4.69702109675173,100
2020-10-18,77,4.56830105218654,4.530273248067694,108
2020-10-19,111,3.6101736016283965,4.033392352569633,96
2020-10-20,114,5.651880449589926,5.653917649204379,103
2020-10-21,80,3.123866504573732,3.7674372476221185,119
2020-10-22,87,2.2326040905044215,5.896539086585868,96
2020-10-23,107,5.11375325981645,4.248749307460542,91
2020-10-24,112,5.583466820351525,3.1813444546408434,122
2020-10-25,90,4.0935490957122544,7.521297531415016,98
2020-10-26,61,2.3973086464222764,5.52396937996339,106
2020-10-27,114,4.881975648627023,7.4921815939581755,101
2020-10-28,79,3.6056416180011426,4.1252265418551355,123
2020-10-29,103,4.671891534307919,3.423132586290821,113
2020-10-30,60,4.701234348533754,3.7120267414596477,105
2020-10-31,66,5.1994806206172655,3.133994580045949,97
2020-11-01,81,3.3254464962287154,6.091536155224522,126
2020-11-02,111,3.112348278066277,5.0499110802448275,122
2020-11-03,109,5.692396727667897,3.808622375661929,119
2020-11-04,60,3.548511331794055,6.055605393198397,118
2020-11-05,118,5.506574463588832,3.3711374803714076,123
2020-11-06,119,4.830710806907196,7.4308754230563165,114
2020-11-07,98,3.447410045571105,6.616842117394439,121
2020-11-08,103,3.1258243985310328,7.976252826275608,119
2020-11-09,80,2.973192291506903,6.885651074272968,112
2020-11-10,116,5.828135914088408,5.901469064852392,90
2020-11-11,64,2.1375774351509946,7.7395870666884,102
2020-11-12,96,5.3369165792850595,3.5441327404892777,91
2020-11-13,99,4.534521206352633,6.378935757858601,92
2020-11-14,94,3.034592584522822,4.499467220329452,126
2020-11-15,101,4.010652800354921,7.290852328690604,117
2020-11-16,100,3.3129639356044063,4.910749302856167,95
2020-11-17,67,5.779952403143346,7.587980581752937,122
2020-11-18,70,4.72736640118137,4.657071478039374,95
2020-11-19,78,2.409875629301984,7.691134311788759,117
2020-11-20,61,4.594526589094164,7.5548534617067595,98
2020-11-21,71,4.3896116152885405,6.471673852875644,97
2020-11-22,91,3.522868716025258,4.074796520702664,120
2020-11-23,85,2.970291898428343,4.245914691665736,107
2020-11-24,80,2.7842704169986217,6.657298263703989,121
2020-11-25,69,4.161581151031678,4.430485124810752,102
2020-11-26,82,5.270341496958552,5.872613160258213,120
2020-11-27,92,3.3550580601007685,4.669515793014262,115
2020-11-28,91,5.118743872659158,4.661702102766322,93
2020-11-29,87,3.508827487869697,4.706459592460441,103
2020-11-30,64,2.8776099695356803,7.164156707618373,92
2020-12-01,85,4.542034800605194,6.5666220686301395,102
2020-12-02,87,3.446866171629654,5.348483679718664,108
2020-12-03,89,5.147418144804158,5.5025724972775265,120
2020-12-04,84,2.487795432533506,6.521728473864318,126
2020-12-05,112,2.581565052862914,6.053769826062011,128
2020-12-06,89,4.499890552237228,3.597280746344631,129
2020-12-07,75,5.89883861848111,6.764184071482227,96
2020-12-08,91,4.4851961936679725,7.020593433891602,100
2020-12-09,65,3.058279477744875,5.22537444385789,108
2020-12-10,115,4.843160675745079,3.234151203578909,104
2020-12-11,98,4.855904460193401,5.483341914323569,103
2020-12-12,87,3.0602180182312395,3.6643202348234736,95
2020-12-13,113,3.0338856341887737,3.129003000860019,120
2020-12-14,89,2.49891934042087,7.315746605322904,96
2020-12-15,82,2.846145558927666,4.927063446180325,106
2020-12-16,62,3.9979021675479802,7.633051747229348,103
2020-12-17,81,3.396192564441617,4.424670408010449,127
2020-12-18,102,2.787231713440331,6.373877538081563,111
2020-12-19,62,3.6390003816424152,5.147791070568861,116
2020-12-20,92,4.324578604634129,4.682925014064576,96
2020-12-21,61,4.891832180190249,6.629331619314904,100
2020-12-22,60,4.55866114589551,4.705089992942059,121
2020-12-23,76,2.297005731913402,6.403042397192298,97
2020-12-24,83,4.045099847918987,6.6983856302690885,91
2020-12-25,106,3.286185849557926,5.35389829981905,96
2020-12-26,70,4.6753292113763045,6.132804578231033,122
2020-12-27,74,2.591296457858652,5.076510803446395,112
2020-12-28,62,5.242562597446431,3.0230696718595063,91
2020-12-29,65,4.130949398015879,3.3567364727340228,92
2020-12-30,113,3.9573132634343477,4.3498363845352195,121
2020-12-31,69,4.91721719566118,3.955447025457805,101
2021-01-01,92,3.35592093294127,6.182666033371282,100
2021-01-02,62,4.837435263192061,4.925711197384555,123
2021-01-03,74,4.183174550474856,7.349331365591728,92
2021-01-04,86,4.057955221805624,6.863999131435323,96
2021-01-05,62,4.6868489795156965,6.306683815555409,96
2021-01-06,108,4.767956387053411,5.856130216979305,126
2021-01-07,104,2.172997398680535,6.784218187846891,103
2021-01-08,66,2.74814986685264,7.4256917496682915,98
2021-01-09,71,4.069362750561288,5.376090868044592,91
2021-01-10,84,2.119215670206506,5.051337039278507,114
2021-01-11,62,2.349713733721046,6.280763843441994,113
2021-01-12,108,5.787811145583715,5.205080657695611,121
2021-01-13,87,4.6324842449734795,4.642904049426921,104
2021-01-14,64,3.1956885223210443,4.625060232013796,99
2021-01-15,75,5.01451321997919,7.960895889477276,105
2021-01-16,112,3.0535778880157274,6.416047824844525,92
2021-01-17,98,5.26299635484075,3.4622693269173217,119
2021-01-18,62,2.7301187009184873,6.440318314114556,107
2021-01-19,101,5.110345927132351,3.85601756785838,126
2021-01-20,84,2.7297405618276835,3.1013568619641254,90
2021-01-21,103,3.099126224761219,7.486984197048588,116
2021-01-22,81,4.470630590854184,5.728729972678261,105
2021-01-23,111,4.857538475081909,6.115840727973428,112
2021-01-24,94,4.129341111614509,4.220501546930178,127
2021-01-25,80,4.677172802680935,5.994253328490462,100
2021-01-26,61,3.414947797248302,7.279477105445275,110
2021-01-27,63,4.028791675521943,4.406597398494476,115
2021-01-28,105,3.894696473947656,5.915531182157007,129
2021-01-29,70,2.0176954006213648,6.9017172799374,91
2021-01-30,95,4.616386090764666,7.055788182873852,101
2021-01-31,112,2.3002483619390452,3.1097871842538227,111
2021-02-01,104,3.9078819989615066,7.844279796861795,116
2021-02-02,99,3.963777906046026,7.474451532852226,92
2021-02-03,74,5.591871872930172,4.651496504252284,90
2021-02-04,72,5.719297527295524,4.738614383446178,104
2021-02-05,80,5.442207847740544,5.836994117714108,94
2021-02-06,68,2.7977631903837654,3.2932039360377607,113
2021-02-07,69,4.986757652714543,7.407376110895458,102
2021-02-08,111,4.930495172751472,4.942597483682315,103
2021-02-09,102,2.421123930535368,5.188945068375734,118
2021-02-10,108,2.1827075465012284,4.342656516559167,116
2021-02-11,104,2.387081471129597,3.2847487405427653,121
2021-02-12,102,2.124552067547889,6.8230383144798274,117
2021-02-13,78,2.2418703400186764,4.971701790513526,103
2021-02-14,65,3.172574798185275,6.717545088752479,104
2021-02-15,97,4.332728313351587,4.116913423583057,95
2021-02-16,77,5.782888029881963,4.048625629388936,94
2021-02-17,95,3.5856805121952773,4.702068880282024,105
2021-02-18,88,4.319278500711812,7.216048148428463,109
2021-02-19,65,3.6673241809754704,5.638219765455485,117
2021-02-20,97,5.592357223204081,6.964887689392102,101
2021-02-21,109,2.8061470711148853,4.886295336808374,111
2021-02-22,92,5.7865600479949055,5.977799418769114,116
2021-02-23,112,4.545468692054874,6.521321146834601,113
2021-02-24,84,4.761977010306984,7.857313990459653,108
2021-02-25,111,5.530709611081045,5.6297598811890825,120
2021-02-26,67,4.029515471054673,4.878412307002121,101
2021-02-27,108,5.021323983070383,6.1393740154045835,101
2021-02-28,73,5.293722392243502,6.439755795075597,129
2021-03-01,96,2.9244640390430563,5.95896407942683,96
2021-03-02,61,2.0980574110904007,4.1267649872728445,127
2021-03-03,108,2.874954521189063,7.749019898234256,118
2021-03-04,99,5.680744180273187,4.299362216455798,129
2021-03-05,111,5.877016225614265,6.804335098630716,101
2021-03-06,76,3.6824489154558915,4.2033429472982204,96
2021-03-07,63,2.998495123357111,3.14110458821761,100
2021-03-08,92,4.477729048907452,5.043847129122387,121
2021-03-09,105,4.0846132438375555,7.414022499339675,90
2021-03-10,76,4.554217779551777,5.447277186279193,111
2021-03-11,110,2.007946906732965,6.429295048608503,91
2021-03-12,100,2.698195172079243,4.392677324377241,103
2021-03-13,115,4.862437765120514,7.809769951086226,94
2021-03-14,104,4.9545517162040404,3.927004321539809,118
2021-03-15,91,5.337835489675851,7.357146901501347,112
2021-03-16,69,4.216821566759969,4.144422405840944,101
2021-03-17,69,5.997614441202327,4.39315837154293,99
2021-03-18,86,3.7902553260352763,5.983175514569195,100
2021-03-19,72,2.1147865095677822,7.625739349683145,90
2021-03-20,92,3.2624199200492927,6.084914219058266,95
2021-03-21,105,5.28622702093681,4.638296845059289,107
2021-03-22,116,4.34853589939507,7.3730971454851435,100
2021-03-23,80,2.799579569143198,3.3169983209860145,124
2021-03-24,118,5.674372040531157,4.571509837295918,118
2021-03-25,115,5.01033431345723,7.1937713642330126,90
2021-03-26,118,4.799052552855151,3.977220869890182,102
2021-03-27,115,4.908392693048745,7.324726389890513,91
2021-03-28,117,3.8139698002004283,6.5163171111996565,111
2021-03-29,70,5.111910368601642,4.96159573301265,115
2021-03-30,93,3.386380827578264,6.32199901306784,94
2021-03-31,106,4.166151518615622,7.310241154364317,104
2021-04-01,66,4.959092364609244,3.60893968015253,120
2021-04-02,117,5.776207406841213,3.5693453227915506,122
2021-04-03,92,5.230605197326747,6.818339547328538,102
2021-04-04,66,4.484815764691952,4.034972063131505,104
2021-04-05,61,3.0364460845161565,4.246841412745434,100
2021-04-06,101,3.3742996884442644,3.4246609720398213,117
2021-04-07,70,2.7376856354281363,7.847046697953422,122
2021-04-08,109,4.54431633027297,4.933610090141634,115
2021-04-09,100,5.461450941526923,6.904541607084543,115
2021-04-10,103,2.650508568328558,6.684098770280784,115
2021-04-11,73,3.0712930541216608,3.7308161717052295,96
2021-04-12,68,2.0469446130355915,7.686037316459514,114
2021-04-13,100,5.111458667577077,5.903958980169554,93
2021-04-14,88,5.400206474597594,3.788997487176723,90
2021-04-15,69,2.96501293052396,4.477330449581374,117
2021-04-16,118,3.032833055712114,7.279295339582169,117
2021-04-17,60,3.318292041216285,7.665681168487372,118
2021-04-18,79,5.791054970155308,3.9679138408046546,92
2021-04-19,75,4.631400658701266,3.8945163835859766,112
2021-04-20,88,3.0193005620896325,4.2197777429365395,123
2021-04-21,115,5.526780027447035,7.78669817172072,128
2021-04-22,110,3.058341662145104,3.467021554563591,110
2021-04-23,87,2.5519401419418473,5.364342462896835,117
2021-04-24,119,2.6412193244191293,3.3629377649968077,118
2021-04-25,71,2.130655994859524,7.108963996233376,125
2021-04-26,74,5.521790957136631,4.465112325226446,105
2021-04-27,92,4.5617319055880134,5.3961021228714365,96
2021-04-28,117,5.225299229205619,7.863894896024413,121
2021-04-29,101,2.7378472715688464,4.316360025987201,105
2021-04-30,113,3.752644927968209,5.930435575314624,114
2021-05-01,65,5.96245806616815,3.5940649799095663,110
2021-05-02,103,5.952787337644084,3.97369195473434,111
2021-05-03,95,3.0570376969473188,4.558533208001857,120
2021-05-04,80,5.930714551951652,3.9796863353244856,107
2021-05-05,81,3.3855522306499215,3.485910795230855,125
2021-05-06,96,3.0081928883912115,3.578795480335528,121
2021-05-07,106,4.33655021381125,5.034708748620709,117
2021-05-08,117,5.795740093288217,6.346123100752666,114
2021-05-09,95,4.875132078416691,6.6779346403801325,96
2021-05-10,88,5.577297836103304,5.446690343070507,118
2021-05-11,84,2.485380518585006,5.068942297489896,118
2021-05-12,65,2.188578530647912,4.08949464989708,113
2021-05-13,114,5.575369164111135,7.209786622518304,93
2021-05-14,118,5.947036816551371,4.076935171381141,109
2021-05-15,101,4.166620026869265,3.5906339677401657,106
2021-05-16,64,4.406476517358939,4.601652325966426,128
2021-05-17,86,2.4729363024363473,7.110043117126347,98
2021-05-18,79,3.799297862629868,5.280345977100075,123
2021-05-19,112,3.098583585642515,4.914540882059223,91
